Taxa,Year,Quantity,Frequency,Kingdom,Phylum,Class,Order,Family,Genus,Species
Apistogramma borellii,2017,150,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma borellii
Apistogramma borellii,2018,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma borellii
Apistogramma borellii,2019,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma borellii
Apistogramma cacatuoides,2015,130,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma cacatuoides
Apistogramma cacatuoides,2016,240,5,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma cacatuoides
Apistogramma cacatuoides,2017,185,5,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma cacatuoides
Apistogramma cacatuoides,2018,310,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma cacatuoides
Apistogramma macmasteri,2015,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma macmasteri
Apistogramma macmasteri,2016,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma macmasteri
Apistogramma panduro,2018,110,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma panduro
Apistogramma panduro,2019,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma panduro
Apistogramma trifasciata,2015,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma trifasciata
Apistogramma trifasciata,2016,50,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma trifasciata
Apistogramma trifasciata,2018,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma trifasciata
Apistogramma trifasciata,2019,110,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma trifasciata
Apistogramma viejita,2015,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma viejita
Apistogramma viejita,2016,50,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma viejita
Apistogramma viejita,2018,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma viejita
Apistogramma viejita,2019,110,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Apistogramma viejita
Aplocheilus dayi,2018,60,2,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Aplocheilus,Aplocheilus dayi
Aplocheilus lineatus,2015,20,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Aplocheilus,Aplocheilus lineatus
Aplocheilus lineatus,2018,200,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Aplocheilus,Aplocheilus lineatus
Aplocheilus lineatus,2019,182,2,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Aplocheilus,Aplocheilus lineatus
Apolemichthys arcuatus,2016,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Apolemichthys,Apolemichthys arcuatus
Apolemichthys trimaculatus,2016,7,5,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Apolemichthys,Apolemichthys trimaculatus
Apolemichthys trimaculatus,2018,2,2,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Apolemichthys,Apolemichthys trimaculatus
Apolemichthys trimaculatus,2019,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Apolemichthys,Apolemichthys trimaculatus
Apolemichthys xanthurus,2015,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Apolemichthys,Apolemichthys xanthurus
Apolemichthys xanthurus,2019,18,6,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Apolemichthys,Apolemichthys xanthurus
Apteronotus albifrons,2015,650,15,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus,Apteronotus albifrons
Apteronotus albifrons,2016,230,7,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus,Apteronotus albifrons
Apteronotus albifrons,2017,190,3,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus,Apteronotus albifrons
Apteronotus albifrons,2018,660,9,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus,Apteronotus albifrons
Apteronotus albifrons,2019,466,8,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus,Apteronotus albifrons
Apteronotus macrostomus,2017,45,2,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Apteronotus,Apteronotus macrostomus
Arothron hispidus,2015,4,4,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,Arothron hispidus
Arothron hispidus,2016,2,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,Arothron hispidus
Arothron hispidus,2017,2,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,Arothron hispidus
Arothron nigropunctatus,2015,5,5,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,Arothron nigropunctatus
Arothron nigropunctatus,2016,5,4,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,Arothron nigropunctatus
Arothron nigropunctatus,2017,4,3,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,Arothron nigropunctatus
Arothron nigropunctatus,2019,4,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,Arothron nigropunctatus
Astraea sp.,2015,75,1,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Astraea,NA
Astraea sp.,2016,800,2,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Astraea,NA
Astraea sp.,2017,400,3,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Astraea,NA
Astreopora sp.,2017,5,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Astreopora,NA
Astronotus ocellatus,2015,260,10,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Astronotus,Astronotus ocellatus
Astronotus ocellatus,2016,185,12,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Astronotus,Astronotus ocellatus
Astronotus ocellatus,2017,60,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Astronotus,Astronotus ocellatus
Astronotus ocellatus,2018,675,12,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Astronotus,Astronotus ocellatus
Astronotus ocellatus,2019,530,10,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Astronotus,Astronotus ocellatus
Astyanax mexicanus,2015,300,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax mexicanus
Astyanax mexicanus,2017,600,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax mexicanus
Astyanax mexicanus,2019,165,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax mexicanus
Atrosalarias fuscus,2015,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Atrosalarias,Atrosalarias fuscus
Aulonocara baenschi,2017,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara baenschi
Aulonocara jacobfreibergi,2015,117,5,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara jacobfreibergi
Aulonocara jacobfreibergi,2016,168,6,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara jacobfreibergi
Aulonocara jacobfreibergi,2017,72,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara jacobfreibergi
Aulonocara jacobfreibergi,2019,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara jacobfreibergi
Aulonocara maylandi,2015,25,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara maylandi
Aulonocara maylandi,2016,50,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara maylandi
Aulonocara maylandi,2017,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara maylandi
Aulonocara nyassae,2015,40,3,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara nyassae
Aulonocara nyassae,2016,160,6,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara nyassae
Aulonocara nyassae,2017,40,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara nyassae
Aulonocara nyassae,2018,340,8,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara nyassae
Aulonocara nyassae,2019,447,10,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara nyassae
Aulonocara stuartgranti,2015,371,14,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara stuartgranti
Aulonocara stuartgranti,2016,641,21,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara stuartgranti
Aulonocara stuartgranti,2017,24,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara stuartgranti
Aulonocara stuartgranti,2018,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara stuartgranti
Aulonocara stuartgranti,2019,23,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aulonocara,Aulonocara stuartgranti
Badis badis,2016,35,1,Animalia,Chordata,Actinopterygii,Perciformes,Badidae,Badis,Badis badis
Badis sp.,2017,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Badidae,Badis,NA
Badis sp.,2019,120,1,Animalia,Chordata,Actinopterygii,Perciformes,Badidae,Badis,NA
Balantiocheilos melanopterus,2015,840,7,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Balantiocheilos,Balantiocheilos melanopterus
Balantiocheilos melanopterus,2016,1065,13,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Balantiocheilos,Balantiocheilos melanopterus
Balantiocheilos melanopterus,2017,510,6,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Balantiocheilos,Balantiocheilos melanopterus
Balantiocheilos melanopterus,2018,1105,12,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Balantiocheilos,Balantiocheilos melanopterus
Balantiocheilos melanopterus,2019,840,8,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Balantiocheilos,Balantiocheilos melanopterus
Balistapus undulatus,2015,4,3,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistapus,Balistapus undulatus
Balistapus undulatus,2016,2,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistapus,Balistapus undulatus
Balistapus undulatus,2017,8,4,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistapus,Balistapus undulatus
Balistapus undulatus,2018,6,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistapus,Balistapus undulatus
Balistapus undulatus,2019,6,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistapus,Balistapus undulatus
Balistes vetula,2016,3,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,Balistes vetula
Balistoides conspicillum,2015,4,4,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistoides,Balistoides conspicillum
Balistoides conspicillum,2016,3,3,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistoides,Balistoides conspicillum
Balistoides conspicillum,2018,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistoides,Balistoides conspicillum
Balistoides conspicillum,2019,12,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistoides,Balistoides conspicillum
Barbodes semifasciolatus,2019,400,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,Barbodes semifasciolatus
Barbonymus schwanenfeldii,2017,120,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,Barbonymus schwanenfeldii
Barbonymus schwanenfeldii,2018,142,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,Barbonymus schwanenfeldii
Barbonymus schwanenfeldii,2019,190,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,Barbonymus schwanenfeldii
Baryancistrus demantoides,2015,4,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus demantoides
Baryancistrus longipinnis,2015,60,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus longipinnis
Baryancistrus longipinnis,2016,50,3,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus longipinnis
Baryancistrus longipinnis,2019,25,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus longipinnis
Baryancistrus niveatus,2015,100,3,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus niveatus
Baryancistrus niveatus,2017,30,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus niveatus
Baryancistrus sp.,2016,2,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,NA
Baryancistrus sp.,2018,2,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,NA
Baryancistrus xanthellus,2015,60,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus xanthellus
Baryancistrus xanthellus,2016,2,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus xanthellus
Baryancistrus xanthellus,2017,30,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus xanthellus
Baryancistrus xanthellus,2018,240,4,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,Baryancistrus xanthellus
Beaufortia leveretti,2015,400,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Balitoridae,Beaufortia,Beaufortia leveretti
Bedotia geayi,2015,390,3,Animalia,Chordata,Actinopterygii,Atheriniformes,Bedotiidae,Bedotia,Bedotia geayi
Bedotia geayi,2016,1160,11,Animalia,Chordata,Actinopterygii,Atheriniformes,Bedotiidae,Bedotia,Bedotia geayi
Bedotia geayi,2018,730,4,Animalia,Chordata,Actinopterygii,Atheriniformes,Bedotiidae,Bedotia,Bedotia geayi
Bedotia geayi,2019,600,2,Animalia,Chordata,Actinopterygii,Atheriniformes,Bedotiidae,Bedotia,Bedotia geayi
Betta imbellis,2016,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta,Betta imbellis
Betta imbellis,2017,9450,11,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta,Betta imbellis
Betta sp.,2015,300,2,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta,NA
Betta splendens,2015,4029,165,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta,Betta splendens
Betta splendens,2016,4005,151,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta,Betta splendens
Betta splendens,2017,3575,124,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta,Betta splendens
Betta splendens,2018,6879,182,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta,Betta splendens
Betta splendens,2019,4097,82,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta,Betta splendens
Blastomussa merleti,2019,4,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Blastomussa,Blastomussa merleti
Blastomussa wellsi,2017,35,5,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Blastomussa,Blastomussa wellsi
Blastomussa wellsi,2019,11,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Blastomussa,Blastomussa wellsi
Bodianus bimaculatus,2016,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Bodianus,Bodianus bimaculatus
Bodianus bimaculatus,2019,8,2,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Bodianus,Bodianus bimaculatus
Bodianus mesothorax,2016,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Bodianus,Bodianus mesothorax
Boehlkea fredcochui,2015,2520,8,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Boehlkea,Boehlkea fredcochui
Boehlkea fredcochui,2016,1900,6,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Boehlkea,Boehlkea fredcochui
Boehlkea fredcochui,2017,1200,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Boehlkea,Boehlkea fredcochui
Boehlkea fredcochui,2018,1200,5,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Boehlkea,Boehlkea fredcochui
Boehlkea fredcochui,2019,1100,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Boehlkea,Boehlkea fredcochui
Boraras brigittae,2015,60,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Boraras,Boraras brigittae
Boraras brigittae,2016,150,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Boraras,Boraras brigittae
Boraras brigittae,2018,700,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Boraras,Boraras brigittae
Boraras maculatus,2018,800,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Boraras,Boraras maculatus
Botia histrionica,2015,400,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia histrionica
Botia histrionica,2016,40,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia histrionica
Botia histrionica,2017,480,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia histrionica
Botia histrionica,2018,160,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia histrionica
Botia kubotai,2015,540,5,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia kubotai
Botia kubotai,2016,520,5,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia kubotai
Botia kubotai,2018,1245,8,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia kubotai
Botia kubotai,2019,430,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia kubotai
Botia lohachata,2015,800,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia lohachata
Botia lohachata,2016,380,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia lohachata
Botia lohachata,2017,600,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia lohachata
Botia lohachata,2018,380,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia lohachata
Botia lohachata,2019,700,5,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia lohachata
Botia striata,2015,1540,7,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia striata
Botia striata,2016,1320,6,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia striata
Botia striata,2017,1360,6,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia striata
Botia striata,2018,1090,6,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia striata
Botia striata,2019,440,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Botia,Botia striata
Brachygobius doriae,2015,250,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Brachygobius,Brachygobius doriae
Brachygobius doriae,2016,600,2,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Brachygobius,Brachygobius doriae
Brachygobius doriae,2018,450,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Brachygobius,Brachygobius doriae
Brachygobius doriae,2019,650,2,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Brachygobius,Brachygobius doriae
Brevibora dorsiocellata,2015,1050,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Brevibora,Brevibora dorsiocellata
Brevibora dorsiocellata,2016,1800,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Brevibora,Brevibora dorsiocellata
Brevibora dorsiocellata,2017,900,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Brevibora,Brevibora dorsiocellata
Brevibora dorsiocellata,2018,600,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Brevibora,Brevibora dorsiocellata
Brevibora dorsiocellata,2019,350,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Brevibora,Brevibora dorsiocellata
Briareum sp.,2015,13,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Briareidae,Briareum,NA
Briareum sp.,2017,18,3,Animalia,Cnidaria,Anthozoa,Alcyonacea,Briareidae,Briareum,NA
Briareum stechei,2017,5,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Briareidae,Briareum,Briareum stechei
Briareum stechei,2019,3,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Briareidae,Briareum,Briareum stechei
Briareum violaceum,2015,2,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Briareidae,Briareum,Briareum violaceum
Briareum violaceum,2016,13,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Briareidae,Briareum,Briareum violaceum
Bunocephalus coracoideus,2019,110,1,Animalia,Chordata,Actinopterygii,Siluriformes,Aspredinidae,Bunocephalus,Bunocephalus coracoideus
Bunocephalus knerii,2016,160,2,Animalia,Chordata,Actinopterygii,Siluriformes,Aspredinidae,Bunocephalus,Bunocephalus knerii
Calcinus argus,2015,100,2,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Calcinus,Calcinus argus
Calcinus elegans,2017,20,1,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Calcinus,Calcinus elegans
Calloplesiops altivelis,2015,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,Calloplesiops,Calloplesiops altivelis
Calloplesiops altivelis,2016,4,3,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,Calloplesiops,Calloplesiops altivelis
Canthigaster jactator,2019,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster jactator
